N	F0	m	d_ms	d0	v0	prob	collision
4	2308	1727	477	10	78	0.040	0
8	1804	1645	45	7	99	0.320	0
8	3917	591	221	8	67	0.110	0
3	127	1668	149	15	105	0.250	0
3	3992	1169	306	13	91	0.380	0
7	3874	1500	123	8	101	0.470	1
4	4064	1212	229	17	70	0.460	0
6	4571	1295	163	12	76	0.110	0
5	4400	1231	415	9	89	0.100	1
4	578	1946	61	6	116	0.170	0
7	3979	1418	118	8	102	0.150	0
8	2959	1138	45	14	66	0.100	0
7	3948	1302	36	17	57	0.240	0
3	3514	1238	181	11	87	0.300	0
6	973	708	458	7	91	0.130	1
4	2138	614	321	6	53	0.070	1
8	1626	953	390	9	114	0.170	1
8	4508	1924	87	18	105	0.390	0
4	2186	724	301	7	81	0.460	1
4	631	1877	402	9	50	0.470	0
5	2491	1851	184	15	93	0.110	0
8	4489	818	450	14	110	0.050	1
6	4864	922	441	14	105	0.080	1
8	3150	1724	170	19	83	0.080	0
7	1872	914	21	11	107	0.420	0
7	357	806	284	12	53	0.200	0
8	4883	1810	331	5	57	0.300	1
8	2927	1209	135	5	86	0.410	1
6	1256	1272	222	9	119	0.360	0
8	2985	680	42	5	53	0.070	0
6	3176	917	204	14	110	0.320	0
6	4956	721	278	10	101	0.030	1
6	2514	1104	116	15	97	0.120	0
3	1472	573	486	15	54	0.180	0
7	1804	1488	415	19	72	0.030	0
6	3513	1370	3	15	118	0.050	0
7	1827	654	467	14	51	0.240	0
6	650	585	76	15	86	0.010	0
8	3569	885	148	12	87	0.390	0
4	3663	1665	97	13	107	0.420	0
4	918	1211	181	8	79	0.340	0
4	2576	1699	471	8	71	0.360	1
4	2862	1888	481	9	63	0.050	1
5	1603	553	410	10	109	0.450	1
5	1380	587	319	14	70	0.480	0
7	1797	1118	63	14	58	0.030	0
4	4410	987	30	12	80	0.320	0
7	3874	700	168	7	103	0.070	0
8	174	658	87	14	53	0.260	0
7	744	1028	34	16	80	0.430	0
3	1073	1460	382	6	85	0.270	0
3	4583	1975	108	15	108	0.320	0
5	1089	666	421	8	67	0.340	1
8	3387	569	452	13	65	0.070	0
5	4940	967	378	6	85	0.220	1
6	538	594	112	16	90	0.180	0
7	1788	932	267	5	52	0.240	1
4	4989	1409	404	14	110	0.040	1
4	593	593	489	9	60	0.390	0
5	3632	1168	85	15	54	0.110	0
8	3307	1215	379	5	73	0.340	1
3	2897	1848	273	14	90	0.280	0
3	2440	1497	469	15	75	0.290	0
7	4829	1469	52	17	102	0.460	0
4	1254	676	159	11	119	0.180	0
4	3137	1858	87	6	53	0.080	0
5	3033	1368	230	10	71	0.280	0
8	940	1422	72	9	86	0.280	0
7	2880	1118	18	14	75	0.080	0
5	293	1421	466	7	111	0.170	0
6	1737	1122	416	6	55	0.020	1
3	1331	1132	49	5	51	0.110	0
5	1423	710	453	6	103	0.190	1
5	3172	1344	331	13	53	0.090	0
8	230	594	323	11	77	0.160	0
3	2850	1932	109	14	74	0.370	0
3	1601	934	431	18	82	0.280	0
7	691	1822	424	12	64	0.480	0
4	2548	1326	233	18	79	0.020	0
5	4875	767	85	14	109	0.120	0
4	1299	1805	144	17	114	0.440	0
7	480	1700	17	6	103	0.080	0
4	2629	728	490	13	117	0.230	1
7	3522	1654	178	6	110	0.160	1
6	4139	634	5	8	68	0.260	0
5	2742	761	174	10	85	0.030	0
6	2270	1531	223	8	78	0.220	0
4	457	847	38	10	94	0.050	0
5	3108	1299	484	8	116	0.390	1
4	4842	1933	31	14	118	0.160	0
3	220	1630	382	13	101	0.380	0
6	1644	1279	314	11	71	0.040	0
5	333	930	142	11	97	0.190	0
4	2463	1420	345	8	82	0.060	0
6	4135	1357	152	9	118	0.040	0
3	4758	988	431	14	110	0.480	1
8	3453	633	51	13	70	0.090	0
8	4862	504	224	10	65	0.200	0
8	4739	1126	451	6	104	0.230	1
6	4278	1115	199	17	104	0.250	0
6	2895	1222	436	13	90	0.010	0
7	4958	1370	267	8	64	0.250	0
5	2931	1837	450	7	100	0.370	1
5	2989	646	189	7	70	0.290	1
4	195	1906	233	15	95	0.390	0
6	113	1856	385	13	70	0.320	0
6	4984	938	450	6	79	0.060	1
6	2581	1227	329	18	83	0.360	0
5	992	786	51	9	118	0.010	0
5	2071	1886	183	17	75	0.030	0
7	2564	1610	93	9	69	0.240	0
8	948	1387	112	15	94	0.260	0
4	2228	1278	5	14	84	0.060	0
3	2778	643	203	10	71	0.190	0
4	783	694	443	13	101	0.450	0
7	601	1949	160	14	89	0.470	0
8	2611	1351	302	13	65	0.090	0
6	2625	1227	330	8	77	0.420	1
4	160	1133	37	9	74	0.240	0
8	1608	1332	194	13	73	0.450	0
3	3220	888	421	17	79	0.490	0
5	4707	1586	7	11	85	0.330	0
5	3541	1488	385	10	110	0.070	1
8	3243	1477	257	13	60	0.140	0
4	4553	862	489	7	71	0.180	1
8	4392	964	382	18	105	0.200	0
8	979	1383	25	19	81	0.420	0
7	1229	1823	116	7	111	0.420	0
8	2539	978	350	16	111	0.130	0
6	1210	537	35	16	59	0.440	0
4	3824	1701	379	10	91	0.430	1
3	2595	982	370	13	98	0.110	0
8	1358	1908	401	19	86	0.320	0
4	2709	1242	74	7	117	0.400	0
4	1491	953	427	12	74	0.160	0
4	2999	1096	316	7	65	0.380	1
6	3409	1323	302	6	77	0.460	1
4	2520	1749	34	5	110	0.440	0
8	3435	1449	305	6	77	0.350	1
3	1171	646	103	7	55	0.440	0
5	661	1826	447	16	72	0.310	0
7	1400	1304	116	7	94	0.060	0
6	819	1628	474	13	109	0.300	0
8	2556	1567	471	6	114	0.460	1
4	4535	809	2	19	105	0.120	0
6	3115	1167	241	16	86	0.030	0
4	1473	1572	380	11	53	0.160	0
8	1666	870	88	5	76	0.100	0
4	743	1577	148	8	84	0.450	0
8	2004	1689	110	19	69	0.040	0
3	4301	948	271	18	116	0.190	0
6	4363	1286	480	17	68	0.090	0
4	2936	1205	275	12	97	0.370	0
6	4731	1840	112	14	81	0.170	0
7	4544	650	408	18	112	0.340	1
5	1582	1639	195	13	69	0.070	0
5	3113	943	434	17	100	0.060	0
8	2201	511	50	13	91	0.300	0
7	1632	1252	37	12	84	0.330	0
7	1478	1477	308	12	103	0.210	0
6	685	1923	406	7	112	0.450	0
3	2297	1543	273	8	70	0.280	0
4	3851	1796	130	5	104	0.310	1
7	450	1101	211	11	85	0.450	0
4	4899	1092	62	5	77	0.180	1
3	2603	1118	495	17	104	0.010	0
6	3649	848	303	14	98	0.490	1
7	1981	1438	498	13	60	0.210	0
3	3923	1947	391	6	101	0.030	1
6	2068	908	25	12	78	0.020	0
7	4777	810	231	6	108	0.430	1
4	2897	660	153	5	50	0.210	0
5	1208	1381	172	6	84	0.040	0
8	1832	1439	52	18	91	0.390	0
3	806	1889	97	16	116	0.340	0
6	3259	1147	213	17	114	0.360	0
8	711	1053	189	12	71	0.230	0
5	2462	1104	149	12	82	0.170	0
3	1741	887	389	9	64	0.410	0
5	597	1348	410	12	55	0.170	0
5	519	1946	133	9	90	0.330	0
5	1239	803	347	11	55	0.150	0
8	2342	901	223	18	72	0.420	0
4	4909	517	392	19	94	0.340	0
6	1919	1254	385	6	100	0.480	1
5	1586	1961	320	19	84	0.090	0
7	1809	751	385	9	55	0.330	1
3	1259	1367	139	5	77	0.400	0
6	324	681	380	13	63	0.380	0
4	580	931	130	7	73	0.100	0
3	2276	1357	120	18	111	0.060	0
5	4241	666	428	13	118	0.060	1
6	2246	1661	4	15	96	0.080	0
4	4895	1880	92	15	53	0.130	0
5	4430	1803	393	14	54	0.490	0
5	1906	1361	454	11	106	0.280	0
4	2805	559	207	6	50	0.130	0
8	1538	813	325	12	119	0.200	0
7	4785	1571	432	13	117	0.370	1
5	2699	702	475	8	103	0.470	1
5	611	809	153	5	60	0.220	0
3	3267	1284	378	18	89	0.380	0
5	870	1834	72	12	109	0.450	0
4	4479	1616	495	11	64	0.080	1
5	194	1154	209	13	79	0.130	0
7	1868	1613	426	12	53	0.080	0
4	1844	1218	412	18	52	0.380	0
6	2469	1074	335	19	61	0.210	0
5	3451	1895	478	7	108	0.190	1
5	4159	1612	286	18	94	0.090	0
6	2718	1916	388	5	54	0.110	1
6	421	1057	484	5	71	0.060	0
7	1751	1440	89	5	55	0.050	0
5	217	1660	387	9	98	0.380	0
4	651	1747	313	11	97	0.350	0
4	4419	1619	77	5	71	0.080	0
5	1580	1226	478	7	55	0.190	1
5	4386	707	74	15	97	0.490	0
6	454	1552	442	9	104	0.430	0
5	1045	594	281	15	62	0.360	0
3	1386	967	386	7	107	0.350	1
5	2185	558	106	15	64	0.380	0
3	2900	766	35	5	118	0.240	0
3	2784	578	415	12	107	0.410	1
6	1467	685	39	18	107	0.110	0
7	1982	856	88	7	89	0.220	0
6	475	1248	217	11	60	0.120	0
5	2667	927	21	16	93	0.430	0
6	4794	1059	104	12	71	0.280	0
6	1993	988	387	14	82	0.360	0
6	423	1960	44	13	64	0.170	0
5	252	1015	166	9	53	0.090	0
5	4845	1997	372	12	108	0.260	0
3	2718	554	255	9	97	0.440	1
5	4256	1273	316	15	98	0.370	0
7	4006	1483	432	13	78	0.320	0
5	579	1029	92	18	54	0.380	0
6	4506	1907	359	19	111	0.180	0
4	2584	1147	352	13	75	0.050	0
7	406	644	269	6	53	0.270	0
7	4278	1903	414	19	82	0.140	0
3	2829	1136	488	19	63	0.450	0
5	2351	1051	350	9	92	0.420	1
4	516	1899	485	14	63	0.010	0
4	4596	1398	158	10	62	0.440	0
4	4720	1378	78	17	115	0.390	0
8	1811	1235	82	12	65	0.300	0
5	379	541	56	12	55	0.310	0
5	146	641	285	9	93	0.410	0
4	2976	555	35	14	95	0.120	0
3	2389	1534	127	7	94	0.430	0
6	1623	715	118	8	101	0.160	0
5	457	1785	130	12	65	0.230	0
4	2944	1265	454	8	107	0.480	1
6	1298	1562	296	19	73	0.040	0
6	2044	566	192	7	67	0.480	1
7	3183	1006	365	17	108	0.480	0
6	2031	1572	493	9	67	0.290	1
5	3514	1324	219	10	105	0.120	0
5	4043	1451	483	10	79	0.060	1
7	2243	1468	424	5	103	0.300	1
7	2377	1910	9	16	90	0.480	0
5	1119	601	415	7	71	0.310	1
3	1165	771	179	9	68	0.060	0
8	3988	1690	204	16	101	0.150	0
4	2764	1591	255	11	94	0.400	0
8	4001	1206	360	12	55	0.380	0
7	1206	590	340	16	119	0.130	0
3	4707	547	209	15	90	0.460	0
6	2594	689	71	5	101	0.220	1
3	256	1167	257	13	61	0.150	0
8	3522	559	62	14	51	0.220	0
8	1602	1494	191	17	78	0.020	0
8	1531	1419	386	16	106	0.230	0
4	2146	1179	448	6	73	0.040	1
5	1069	799	466	11	104	0.220	0
4	3476	1881	81	18	112	0.420	0
3	2111	941	125	19	81	0.250	0
3	724	513	256	13	100	0.440	0
8	132	1143	322	9	106	0.290	0
3	4525	1298	422	12	90	0.290	1
6	177	1507	4	17	97	0.140	0
7	1081	1761	479	10	82	0.290	0
5	1267	546	200	12	116	0.250	0
4	2731	1060	448	14	106	0.380	0
8	574	1446	252	9	79	0.190	0
7	1274	1985	370	11	84	0.420	0
6	261	720	391	10	102	0.300	0
8	3791	975	58	10	108	0.460	0
5	147	1999	298	6	73	0.330	0
5	2121	1380	333	8	50	0.070	0
6	955	531	361	14	93	0.040	0
4	4008	929	297	10	63	0.010	0
6	3329	1313	95	14	76	0.280	0
4	3652	1670	218	19	103	0.360	0
4	3732	871	313	5	81	0.430	1
3	1449	580	214	9	77	0.060	0
3	2066	1489	57	17	92	0.060	0
6	651	854	29	18	112	0.100	0
4	2774	839	337	6	56	0.180	1
4	3267	1984	32	13	52	0.320	0
5	3389	1402	67	10	87	0.410	0
3	2737	1347	350	16	116	0.040	0
5	1986	830	163	6	97	0.490	1
5	977	913	192	11	84	0.320	0
8	175	1479	348	15	51	0.490	0
5	4025	578	424	9	66	0.210	1
4	2584	606	91	19	105	0.090	0
8	928	1531	372	13	73	0.210	0
7	2438	1340	492	16	101	0.030	0
4	1009	552	151	13	107	0.230	0
5	544	1590	243	8	81	0.210	0
3	132	1910	27	11	77	0.120	0
3	4099	1886	283	8	112	0.200	1
4	2959	676	279	16	116	0.470	0
3	727	1241	432	19	111	0.290	0
6	4698	1457	289	19	115	0.420	0
5	4713	756	146	17	78	0.450	0
4	1401	1722	498	5	97	0.420	1
8	2320	1683	280	9	52	0.210	0
6	1056	713	247	17	53	0.110	0
8	4738	829	178	8	70	0.020	0
3	3255	1784	131	9	89	0.260	0
5	1568	1608	398	14	102	0.040	0
7	527	1791	260	8	69	0.030	0
8	1703	1112	39	16	81	0.050	0
8	2069	797	204	17	58	0.450	0
6	1510	542	280	17	95	0.450	0
7	1898	836	20	18	111	0.320	0
5	963	670	229	17	112	0.060	0
8	670	1994	428	7	103	0.030	0
6	891	832	46	11	68	0.200	0
3	1881	1342	2	16	118	0.480	0
4	4699	1621	471	15	50	0.440	0
3	4762	947	94	14	69	0.360	0
3	1058	1141	61	8	97	0.090	0
4	2682	659	333	15	81	0.310	0
4	3599	1105	408	18	62	0.260	0
3	1329	824	328	12	114	0.030	0
4	3950	894	133	12	96	0.420	0
8	4898	700	243	8	94	0.210	1
7	1627	956	182	19	88	0.470	0
7	1933	844	400	7	110	0.360	1
5	3934	1499	97	12	63	0.350	0
6	1460	692	320	5	104	0.070	1
6	2413	1028	298	19	113	0.140	0
8	3564	1746	390	11	114	0.390	1
6	1729	1238	117	16	114	0.100	0
8	4146	1308	391	8	86	0.340	1
7	2828	1920	347	19	63	0.030	0
4	3074	1737	253	11	80	0.470	0
5	3098	599	445	11	108	0.080	1
4	3291	1665	362	18	86	0.290	0
8	844	1044	413	9	58	0.180	0
7	1476	746	56	9	70	0.150	0
3	622	1890	384	5	68	0.190	0
6	2217	819	331	16	80	0.170	0
8	997	1353	446	14	76	0.450	0
4	3996	732	440	7	52	0.480	1
5	1341	1514	3	14	68	0.240	0
3	3089	964	374	16	50	0.220	0
3	2486	1780	121	10	115	0.080	0
7	1821	1099	498	19	81	0.450	0
3	3560	1998	42	15	53	0.270	0
3	2887	822	54	19	58	0.260	0
4	1486	688	253	15	56	0.280	0
5	1491	785	217	10	84	0.250	0
4	4749	867	261	6	80	0.390	1
7	1625	518	469	16	111	0.280	0
4	2785	523	352	11	101	0.070	1
5	4022	840	35	14	66	0.150	0
4	4115	970	295	12	60	0.040	0
5	2962	866	66	11	72	0.080	0
3	4009	1225	40	19	96	0.210	0
7	1147	1204	356	19	106	0.170	0
6	2392	1181	151	15	116	0.450	0
6	3306	1980	499	9	59	0.170	1
3	2196	1678	459	11	81	0.350	0
7	3574	1937	390	11	118	0.300	0
7	2155	926	49	8	100	0.040	0
5	2153	1191	269	5	112	0.380	1
5	2691	868	405	5	83	0.130	1
5	432	582	266	10	119	0.330	0
3	4333	874	168	15	115	0.070	0
7	2322	1070	11	18	94	0.150	0
3	2632	1799	153	19	95	0.360	0
6	3030	924	482	16	79	0.390	0
7	3569	1303	300	8	60	0.430	1
6	1543	1799	7	11	75	0.330	0
4	1671	514	488	16	98	0.080	0
8	2836	1691	170	7	101	0.090	0
4	2292	1534	430	10	115	0.130	0
4	4923	1527	25	14	52	0.360	0
3	4321	1532	282	8	95	0.090	1
7	3547	1565	102	9	94	0.280	0
8	1464	1425	158	7	51	0.130	0
3	1244	1056	392	19	77	0.380	0
5	880	1328	386	13	112	0.390	0
6	3939	996	18	10	80	0.230	0
6	1968	1924	139	8	64	0.340	0
3	787	843	299	15	72	0.480	0
6	755	883	241	15	84	0.070	0
4	3467	1703	312	6	52	0.170	1
8	1069	554	323	13	63	0.380	0
7	2324	527	116	19	57	0.260	0
7	4694	1976	157	17	84	0.440	0
4	2601	1157	285	19	68	0.040	0
4	3036	985	374	12	94	0.480	1
6	1237	1060	252	5	62	0.090	0
7	618	584	188	7	103	0.270	0
8	3031	1506	393	13	76	0.310	0
6	626	1587	227	5	56	0.450	0
3	4439	507	28	7	70	0.230	0
5	1341	1193	277	13	51	0.190	0
8	3610	1674	481	8	56	0.040	1
4	1782	1741	205	9	61	0.330	0
7	2000	865	225	13	82	0.270	0
5	4339	1360	462	5	112	0.080	1
3	581	1575	120	6	71	0.350	0
8	1421	1856	291	16	59	0.390	0
7	2873	652	20	18	92	0.470	0
8	2616	638	394	18	103	0.470	0
5	703	1188	56	9	67	0.040	0
8	4277	1711	241	16	96	0.030	0
8	1732	1263	57	5	63	0.450	0
5	1516	1647	158	12	102	0.290	0
4	2874	1733	362	19	103	0.260	0
5	230	1023	58	5	73	0.350	0
4	3160	1333	323	8	91	0.250	1
4	4043	932	307	7	74	0.010	1
6	4107	1725	143	7	81	0.270	0
8	890	1262	408	5	114	0.150	1
4	633	909	7	13	66	0.230	0
3	1992	1882	354	17	100	0.350	0
5	3794	1959	169	14	59	0.060	0
6	2625	1758	318	17	69	0.290	0
8	3223	1080	26	15	107	0.300	0
4	632	1461	302	15	63	0.260	0
3	2908	1889	351	7	118	0.440	1
6	1769	1763	468	15	100	0.430	0
4	114	1994	222	10	62	0.440	0
4	4261	711	199	6	72	0.080	1
8	3055	942	399	10	112	0.380	1
5	418	1173	206	19	94	0.470	0
8	3973	1655	222	10	50	0.300	0
6	4881	725	368	13	73	0.100	0
6	3113	1842	84	5	65	0.210	0
3	4205	1669	261	6	80	0.390	1
3	2088	1523	300	5	90	0.040	1
8	114	1735	49	18	89	0.310	0
5	3117	1819	215	18	110	0.380	0
6	3849	1377	126	17	104	0.460	0
3	3423	1288	94	11	116	0.490	0
8	2380	1933	196	16	109	0.290	0
7	2877	508	189	10	98	0.460	1
5	4933	1464	409	19	77	0.040	0
4	1879	1608	125	17	58	0.010	0
7	2139	734	321	19	66	0.010	0
8	4846	1243	284	10	84	0.140	0
7	1952	1187	311	8	74	0.310	1
3	899	1321	256	7	102	0.360	0
8	810	875	219	18	83	0.190	0
5	3018	1967	277	13	109	0.440	0
6	1532	917	220	16	82	0.260	0
4	4020	1282	176	19	69	0.470	0
6	2858	722	111	16	68	0.280	0
4	2682	661	166	8	63	0.470	0
8	3437	1113	332	15	109	0.200	0
6	3446	1159	352	9	109	0.350	1
8	2130	1981	368	5	83	0.030	1
3	1172	723	348	19	101	0.380	0
4	965	1497	400	6	66	0.470	0
6	3794	542	355	5	72	0.150	1
5	2560	615	151	6	109	0.130	1
7	4196	1602	112	18	57	0.250	0
6	3824	1290	14	5	116	0.170	1
3	1152	959	367	16	99	0.370	0
3	281	1206	36	9	114	0.060	0
6	4312	1005	231	12	73	0.390	0
6	819	1490	131	14	108	0.470	0
6	3463	1303	404	17	116	0.370	0
8	3552	821	254	12	110	0.410	0
4	1237	1200	307	12	103	0.290	0
8	4173	1928	398	6	73	0.160	1
4	213	699	52	15	112	0.080	0
5	1759	1350	29	18	84	0.410	0
8	1857	1991	432	18	112	0.480	0
8	4664	1070	300	19	67	0.120	0
8	276	1930	305	8	96	0.150	0
6	4126	1792	227	18	112	0.330	0
5	1256	1314	304	14	51	0.360	0
3	906	1067	391	11	54	0.390	0
4	2882	1197	309	11	89	0.180	0
5	671	963	94	17	50	0.170	0
6	233	1021	16	9	107	0.010	0
7	2754	1315	317	14	69	0.380	0
5	2603	611	332	8	71	0.220	1
7	3960	1702	165	15	83	0.110	0
7	3424	1119	410	10	82	0.150	1
5	2995	1453	260	16	109	0.410	0
5	727	1475	19	6	52	0.300	0
6	4327	1503	152	9	99	0.390	0
8	1369	1327	52	9	75	0.020	0
8	2509	1237	78	18	99	0.380	0
3	252	1902	190	13	110	0.060	0
6	3523	1004	194	19	84	0.090	0
6	1058	1379	265	18	89	0.460	0
3	1640	968	227	17	102	0.040	0
7	960	696	412	11	85	0.040	0
8	375	640	237	12	59	0.240	0
6	986	1778	211	16	50	0.380	0
5	2535	901	215	12	96	0.240	0
5	2766	984	50	5	71	0.220	0
7	4328	707	52	12	87	0.280	0
7	221	1780	76	18	99	0.170	0
7	4370	1664	407	19	108	0.490	0
8	4302	1777	465	11	78	0.070	0
7	175	1411	143	5	71	0.040	0
6	3160	1192	350	16	84	0.240	0
5	203	764	101	18	87	0.080	0
4	2301	1885	172	13	53	0.360	0
3	523	1024	125	17	90	0.120	0
4	3372	1484	471	6	86	0.130	1
7	102	1996	133	7	119	0.260	0
6	1287	1228	334	11	88	0.410	0
8	3710	1145	328	9	68	0.150	1
8	482	1735	59	8	100	0.130	0
5	2780	1610	317	16	91	0.150	0
3	3629	806	79	5	89	0.060	0
6	3592	958	496	10	62	0.360	1
8	3037	543	212	15	110	0.190	0
4	750	1988	80	5	109	0.410	0
6	1885	1747	45	14	67	0.180	0
7	439	929	359	5	100	0.310	0
3	3443	1974	244	11	55	0.370	0
5	4543	1997	23	11	94	0.380	0
4	1682	692	110	19	77	0.400	0
3	2434	915	141	18	119	0.240	0
7	2019	986	486	9	53	0.260	1
7	171	819	300	8	75	0.080	0
8	3958	1241	33	14	96	0.310	0
3	2637	738	274	5	67	0.400	1
3	3532	1021	85	5	59	0.330	0
7	2755	1232	304	9	78	0.490	1
4	229	1894	99	14	68	0.400	0
7	1287	1692	494	19	100	0.340	0
7	4248	1096	353	10	59	0.030	0
5	3721	1862	132	5	86	0.010	0
4	101	734	341	6	98	0.050	0
4	1363	808	300	8	92	0.380	1
3	1172	713	17	6	92	0.370	0
6	741	1947	108	9	115	0.370	0
8	3832	1025	46	5	57	0.400	0
5	383	1956	245	10	111	0.180	0
5	2220	849	450	9	103	0.350	1
7	3760	1300	34	10	75	0.220	0
6	2668	1289	473	9	117	0.090	1
3	1619	790	477	5	59	0.090	1
8	2720	1921	120	11	107	0.090	0
3	1346	1978	27	19	89	0.220	0
8	921	1763	210	8	82	0.080	0
6	2243	787	311	10	94	0.050	0
6	4034	1848	161	6	84	0.180	0
7	4487	1078	362	9	84	0.450	1
7	3550	1242	412	17	93	0.490	0
7	2088	1173	128	14	80	0.460	0
4	360	1332	407	10	94	0.430	0
6	4771	1372	74	13	86	0.060	0
3	1583	1269	69	13	89	0.470	0
5	101	1740	409	17	119	0.140	0
8	3770	586	118	14	96	0.240	0
5	2488	1276	244	9	77	0.150	0
3	4727	1301	94	9	88	0.430	0
5	3948	926	271	10	112	0.440	1
5	1608	1907	265	18	62	0.190	0
3	4509	1092	466	17	64	0.390	0
3	4282	1274	52	18	113	0.430	0
8	1507	991	28	18	65	0.310	0
4	2075	942	129	8	75	0.200	0
5	1103	1456	50	13	73	0.460	0
8	1644	735	266	10	67	0.250	0
8	2143	681	414	18	118	0.340	0
8	1346	984	363	8	118	0.280	1
7	2057	1429	124	8	115	0.010	0
6	2712	1913	271	18	115	0.020	0
7	3022	1885	176	19	105	0.430	0
7	4341	1353	24	18	63	0.110	0
4	4428	751	448	6	75	0.040	1
5	3655	1881	376	6	95	0.060	1
5	898	1565	195	6	107	0.200	0
4	1204	1467	52	13	54	0.460	0
7	767	1530	206	18	59	0.370	0
5	326	1349	386	16	115	0.170	0
7	558	1114	16	5	86	0.180	0
3	2312	1705	134	9	85	0.450	0
3	225	1016	222	9	54	0.400	0
4	4206	1430	423	6	58	0.040	1
5	1729	1210	122	11	110	0.200	0
3	1713	1262	398	6	83	0.170	1
6	1632	853	101	7	115	0.290	0
6	954	993	469	19	80	0.400	0
4	4374	1642	285	12	78	0.350	0
6	2371	1191	14	19	114	0.280	0
8	4663	766	213	14	79	0.060	0
7	1253	1986	429	16	56	0.290	0
5	4656	978	435	17	105	0.420	0
5	2297	1282	459	18	72	0.270	0
3	2334	1395	290	11	57	0.420	0
8	2628	1813	48	19	57	0.380	0
8	2202	1561	493	7	80	0.220	1
4	4529	567	446	17	86	0.410	0
7	4302	1698	402	9	61	0.180	1
8	1393	1945	139	18	78	0.060	0
4	2655	1753	31	11	76	0.330	0
6	2578	1308	158	7	93	0.050	0
6	718	1061	456	18	60	0.380	0
6	4454	866	382	13	101	0.220	1
8	242	1752	375	16	89	0.390	0
3	2230	1676	79	19	51	0.490	0
5	3550	1956	373	6	61	0.180	1
4	1600	1598	281	14	112	0.260	0
6	4643	1324	108	16	75	0.140	0
7	3311	1374	382	5	71	0.200	1
8	3940	1414	433	18	113	0.020	0
6	2798	1456	469	16	79	0.080	0
8	308	1123	493	5	84	0.100	0
4	1144	1323	368	7	115	0.200	0
6	282	907	282	10	58	0.470	0
5	3627	626	169	11	90	0.330	0
6	2795	1618	258	16	90	0.480	0
7	3536	1112	184	5	84	0.310	1
6	4794	689	267	10	114	0.180	1
3	3767	1013	342	10	80	0.070	0
5	1601	1903	281	6	83	0.070	0
4	640	1143	205	7	107	0.050	0
7	4657	1977	10	9	99	0.200	0
7	937	547	469	13	115	0.330	0
6	3602	1012	314	7	74	0.150	1
3	3585	1594	479	17	117	0.110	0
3	3183	581	71	10	116	0.340	0
5	4878	892	169	17	68	0.170	0
4	503	771	66	6	60	0.090	0
3	4798	1389	429	19	94	0.250	0
8	146	1898	371	19	86	0.230	0
4	2513	1625	141	12	116	0.350	0
5	3502	1772	345	19	51	0.110	0
4	924	875	335	18	116	0.330	0
8	786	761	350	11	59	0.180	0
4	553	1728	344	8	114	0.100	0
6	577	1067	472	7	85	0.370	0
7	1359	1811	390	9	65	0.380	0
6	2509	1526	102	10	52	0.380	0
7	1423	1406	200	8	54	0.270	0
6	4985	1761	256	17	98	0.490	0
4	3541	745	436	19	80	0.470	0
4	877	1513	33	10	52	0.270	0
8	2635	1811	451	14	99	0.380	0
7	1321	1890	95	18	99	0.220	0
6	4381	959	207	12	116	0.430	1
5	3966	1777	304	16	114	0.120	0
3	4952	916	193	19	80	0.010	0
8	4237	1938	365	6	85	0.310	1
6	452	1694	126	18	94	0.140	0
6	2454	1115	322	19	51	0.480	0
6	1771	1702	415	15	93	0.400	0
7	4401	1635	258	13	99	0.400	0
8	2329	1677	260	19	85	0.240	0
3	291	1159	299	11	52	0.090	0
5	3711	1238	308	16	82	0.380	0
7	4097	1107	256	15	60	0.240	0
3	3333	1421	424	17	80	0.370	0
7	377	1234	130	6	52	0.340	0
4	3017	869	18	9	105	0.080	0
6	3809	1759	265	12	81	0.010	0
4	3713	1793	136	12	67	0.130	0
7	3366	596	289	11	93	0.020	0
3	3864	1588	156	10	57	0.480	0
3	1910	1424	493	7	54	0.200	1
5	3953	1634	62	12	102	0.400	0
8	1311	1515	273	13	106	0.300	0
5	4423	1113	372	16	100	0.220	0
7	3869	700	118	11	119	0.290	0
3	3972	1386	102	8	73	0.040	0
6	2802	1568	227	18	107	0.250	0
7	133	1072	40	9	69	0.020	0
7	2426	779	62	15	92	0.460	0
7	4114	582	325	10	59	0.490	0
4	4939	837	279	9	87	0.120	1
6	3061	1846	353	5	87	0.290	1
8	2801	912	30	9	91	0.480	0
8	3417	812	407	6	68	0.440	1
7	3550	748	382	10	79	0.150	1
4	101	1725	402	12	89	0.360	0
6	4981	1793	241	13	78	0.140	0
6	4912	1192	221	13	92	0.030	0
8	3364	1330	254	7	71	0.090	0
7	814	1087	16	13	115	0.360	0
3	3832	1900	95	14	119	0.210	0
6	4871	1711	100	10	101	0.080	0
3	1060	1021	72	16	65	0.390	0
5	3578	612	315	18	88	0.450	0
7	2156	1470	243	11	108	0.410	0
6	1198	560	153	19	53	0.220	0
3	3622	1873	117	17	100	0.130	0
7	4091	1906	473	14	74	0.220	0
6	1478	1847	493	17	112	0.390	0
8	3150	1677	363	11	67	0.370	0
7	1514	1661	307	15	89	0.430	0
6	3263	1486	429	13	74	0.150	0
3	4448	1430	243	19	101	0.400	0
3	4948	1652	352	14	70	0.280	0
5	1660	1108	151	17	57	0.450	0
3	794	1362	484	10	88	0.340	0
6	2617	666	331	9	105	0.230	1
7	4364	545	448	11	72	0.320	1
7	1355	1072	482	6	73	0.480	1
3	4618	664	62	15	71	0.420	0
5	2023	956	4	18	97	0.270	0
